2026-04-01 23:03:18 - stock_picker - INFO - ======================================================================
2026-04-01 23:03:18 - stock_picker - INFO - 简化增量收集开始
2026-04-01 23:03:18 - stock_picker - INFO - Simplified Incremental Collection
2026-04-01 23:03:27 - stock_picker - INFO - Batch saved 6 records
2026-04-01 23:03:27 - stock_picker - INFO -   新增 6 条记录
2026-04-01 23:03:27 - stock_picker - INFO - [21/30] 601012.SH: 20260324 -> 20260401
2026-04-01 23:03:27 - stock_picker - INFO - Successfully fetched 6 records for 601012.SH
2026-04-01 23:03:27 - stock_picker - INFO - Database tables initialized
2026-04-01 23:03:27 - stock_picker - INFO - Batch saved 6 records
2026-04-01 23:03:27 - stock_picker - INFO -   新增 6 条记录
2026-04-01 23:03:28 - stock_picker - INFO - [22/30] 601111.SH: 20260324 -> 20260401
2026-04-01 23:03:28 - stock_picker - INFO - Successfully fetched 6 records for 601111.SH
2026-04-01 23:03:28 - stock_picker - INFO - Database tables initialized
2026-04-01 23:03:28 - stock_picker - INFO - Batch saved 6 records
2026-04-01 23:03:28 - stock_picker - INFO -   新增 6 条记录
2026-04-01 23:03:28 - stock_picker - INFO - [23/30] 601229.SH: 20260324 -> 20260401
2026-04-01 23:03:28 - stock_picker - INFO - Successfully fetched 6 records for 601229.SH
2026-04-01 23:03:28 - stock_picker - INFO - Database tables initialized
2026-04-01 23:03:28 - stock_picker - INFO - Batch saved 6 records
2026-04-01 23:03:28 - stock_picker - INFO -   新增 6 条记录
2026-04-01 23:03:28 - stock_picker - INFO - [24/30] 601838.SH: 20260324 -> 20260401
2026-04-01 23:03:28 - stock_picker - INFO - Successfully fetched 6 records for 601838.SH
2026-04-01 23:03:28 - stock_picker - INFO - Database tables initialized
2026-04-01 23:03:28 - stock_picker - INFO - Batch saved 6 records
2026-04-01 23:03:28 - stock_picker - INFO -   新增 6 条记录
2026-04-01 23:03:29 - stock_picker - INFO - [25/30] 601988.SH: 20260324 -> 20260401
2026-04-01 23:03:29 - stock_picker - INFO - Successfully fetched 6 records for 601988.SH
2026-04-01 23:03:29 - stock_picker - INFO - Database tables initialized
2026-04-01 23:03:29 - stock_picker - INFO - Batch saved 6 records
2026-04-01 23:03:29 - stock_picker - INFO -   新增 6 条记录
2026-04-01 23:03:29 - stock_picker - INFO - [26/30] 601995.SH: 20260324 -> 20260401
2026-04-01 23:03:29 - stock_picker - INFO - Successfully fetched 6 records for 601995.SH
2026-04-01 23:03:29 - stock_picker - INFO - Database tables initialized
2026-04-01 23:03:29 - stock_picker - INFO - Batch saved 6 records
2026-04-01 23:03:29 - stock_picker - INFO -   新增 6 条记录
2026-04-01 23:03:30 - stock_picker - INFO - [27/30] 605499.SH: 20260324 -> 20260401
2026-04-01 23:03:30 - stock_picker - INFO - Successfully fetched 6 records for 605499.SH
2026-04-01 23:03:30 - stock_picker - INFO - Database tables initialized
2026-04-01 23:03:30 - stock_picker - INFO - Batch saved 6 records
2026-04-01 23:03:30 - stock_picker - INFO -   新增 6 条记录
2026-04-01 23:03:30 - stock_picker - INFO - [28/30] 688082.SH: 20260324 -> 20260401
2026-04-01 23:03:30 - stock_picker - INFO - Successfully fetched 6 records for 688082.SH
2026-04-01 23:03:30 - stock_picker - INFO - Database tables initialized
2026-04-01 23:03:30 - stock_picker - INFO - Batch saved 6 records
2026-04-01 23:03:30 - stock_picker - INFO -   新增 6 条记录
2026-04-01 23:03:30 - stock_picker - INFO - [29/30] 688256.SH: 20260324 -> 20260401
2026-04-01 23:03:30 - stock_picker - INFO - Successfully fetched 6 records for 688256.SH
2026-04-01 23:03:31 - stock_picker - INFO - Database tables initialized
2026-04-01 23:03:31 - stock_picker - INFO - Batch saved 6 records
2026-04-01 23:03:31 - stock_picker - INFO -   新增 6 条记录
2026-04-01 23:03:31 - stock_picker - INFO - [30/30] 688981.SH: 20260324 -> 20260401
2026-04-01 23:03:31 - stock_picker - INFO - Successfully fetched 6 records for 688981.SH
2026-04-01 23:03:31 - stock_picker - INFO - Database tables initialized
2026-04-01 23:03:31 - stock_picker - INFO - Batch saved 6 records
2026-04-01 23:03:31 - stock_picker - INFO -   新增 6 条记录
2026-04-01 23:03:31 - stock_picker - INFO - 
======================================================================
2026-04-01 23:03:31 - stock_picker - INFO - 增量更新完成
2026-04-01 23:03:31 - stock_picker - INFO - ======================================================================
2026-04-01 23:03:31 - stock_picker - INFO - 总数: 30
2026-04-01 23:03:31 - stock_picker - INFO - 成功: 30
2026-04-01 23:03:31 - stock_picker - INFO - 失败: 0
2026-04-01 23:03:31 - stock_picker - INFO - 新增记录: 180
2026-04-01 23:03:31 - stock_picker - INFO - ======================================================================
2026-04-01 23:03:31 - stock_picker - INFO - Tushare API resources cleaned up
2026-04-01 23:04:33 - stock_picker - INFO - ======================================================================
2026-04-01 23:04:33 - stock_picker - INFO - 简化增量收集开始
2026-04-01 23:04:33 - stock_picker - INFO - Simplified Incremental Collection
2026-04-01 23:04:33 - stock_picker - INFO - ======================================================================
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - 数据库中的股票: 300 只
2026-04-01 23:04:33 - stock_picker - INFO - 目标日期: 20260401
2026-04-01 23:04:33 - stock_picker - INFO - 
检查需要更新的股票...
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - Database tables initialized
2026-04-01 23:04:33 - stock_picker - INFO - 
统计:
2026-04-01 23:04:33 - stock_picker - INFO -   需要更新: 0 只
2026-04-01 23:04:33 - stock_picker - INFO -   已是最新: 300 只
2026-04-01 23:04:33 - stock_picker - INFO - 
所有股票都已是最新，无需更新
2026-04-01 23:04:33 - stock_picker - INFO - Tushare API resources cleaned up
